x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,image_path,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4072294533252716,0.4329086542129516,0.4367550313472748,0.387405514717102,0.0872928202152252,0.80338054895401,0.079655572772026,0.7347192168235779,../yoga_kaggle_dataset/Halasana/File50.png,Halasana
0.345732182264328,0.487750768661499,0.3364339470863342,0.3665965795516968,0.0,0.0,0.0,0.0,0.1933205723762512,0.8057688474655151,0.180396631360054,0.4540047943592071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../yoga_kaggle_dataset/Halasana/File28.png,Halasana
0.5471082329750061,0.6652874946594238,0.5685250163078308,0.706080973148346,0.5642635226249695,0.6943634152412415,0.0,0.0,0.6301180720329285,0.5618904829025269,0.6516662240028381,0.628792405128479,0.6235147714614868,0.5014156103134155,0.4740188419818878,0.5551820397377014,0.5994210243225098,0.6654929518699646,0.1597994118928909,0.7747424840927124,0.7739086151123047,0.3595106303691864,0.783541738986969,0.3965620696544647,0.7341817021369934,0.1966595649719238,0.6668370366096497,0.2056273370981216,0.72805255651474,0.346086323261261,0.58454430103302,0.4099076092243194,../yoga_kaggle_dataset/Halasana/File14.png,Halasana
0.4091267585754394,0.6274056434631348,0.4222324788570404,0.6856407523155212,0.0,0.0,0.4150599241256714,0.8425450921058655,0.4351941049098968,0.6358763575553894,0.5561688542366028,0.8717092871665955,0.3064282834529876,0.4236760139465332,0.7429214119911194,0.886125385761261,0.1875301152467727,0.5600165128707886,0.8845500946044922,0.8847618699073792,0.6398169994354248,0.5333623886108398,0.7070881128311157,0.6423848867416382,0.57503342628479,0.3092793524265289,0.698280930519104,0.3839316666126251,0.6060463786125183,0.4877416491508484,0.7223846912384033,0.5705592632293701,../yoga_kaggle_dataset/Halasana/File5.png,Halasana
0.4356326460838318,0.6153658628463745,0.4511968791484833,0.6726341247558594,0.0,0.0,0.4439550936222076,0.8515263199806213,0.4606525897979736,0.5181497931480408,0.5985448956489563,0.763434886932373,0.2910511195659637,0.323996752500534,0.8099287152290344,0.7955718040466309,0.1324991136789322,0.6057142019271851,0.8445233106613159,0.8344461917877197,0.7166746854782104,0.3795087933540344,0.7857903242111206,0.5060907602310181,0.5990620255470276,0.335487425327301,0.7398676872253418,0.4430940449237823,0.0,0.0,0.0,0.0,../yoga_kaggle_dataset/Halasana/File18.png,Halasana
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../yoga_kaggle_dataset/Halasana/File1.png,Halasana
0.4541474878787994,0.6330423951148987,0.4650841951370239,0.7015284299850464,0.0,0.0,0.4689400196075439,0.8619318604469299,0.4663759768009186,0.5489690899848938,0.5885599255561829,0.8691041469573975,0.325711727142334,0.3084606826305389,0.7795508503913879,0.9214345812797546,0.1790822446346283,0.5572000741958618,0.894052267074585,0.90581476688385,0.6698399186134338,0.4277195632457733,0.7469536066055298,0.586499810218811,0.5558145046234131,0.2883987426757812,0.7523719668388367,0.4624149203300476,0.0,0.0,0.0,0.0,../yoga_kaggle_dataset/Halasana/File7.png,Halasana
0.5240648984909058,0.7206857204437256,0.5398192405700684,0.6570916175842285,0.5193473100662231,0.8441159129142761,0.5559850931167603,0.6789090633392334,0.40076744556427,0.8589448928833008,0.5484334826469421,0.5175626277923584,0.268224149942398,0.8880177736282349,0.699685275554657,0.3260934352874756,0.1862615793943405,0.9576894640922546,0.8843755125999451,0.5821571350097656,0.2750690579414367,0.4630081355571747,0.3851895630359649,0.3342722952365875,0.3303965032100677,0.5616928339004517,0.6408390402793884,0.3408566117286682,0.2616283595561981,0.750774085521698,0.6912272572517395,0.6726192235946655,../yoga_kaggle_dataset/Halasana/File61.png,Halasana
0.4079414904117584,0.6169899702072144,0.4215070009231567,0.6635666489601135,0.0,0.0,0.4308811128139496,0.7078893780708313,0.4123957753181457,0.5444210767745972,0.504988431930542,0.7048312425613403,0.303356796503067,0.4933954179286957,0.6246026754379272,0.7358039021492004,0.1612959653139114,0.6214368343353271,0.6783841848373413,0.7466038465499878,0.5589309930801392,0.5252726078033447,0.627984881401062,0.6010769605636597,0.4778106212615967,0.4153872430324554,0.6580453515052795,0.5276430249214172,0.5295349955558777,0.56595778465271,0.8064154386520386,0.653011679649353,../yoga_kaggle_dataset/Halasana/File69.jpeg,Halasana
0.4429967403411865,0.6794027090072632,0.4555895924568176,0.7316192388534546,0.0,0.0,0.4521494507789612,0.8657280206680298,0.4668765962123871,0.6292482614517212,0.5820747017860413,0.8678202629089355,0.3499614894390106,0.4444625079631805,0.7699819803237915,0.9197818636894226,0.1870522201061248,0.5974156856536865,0.8786294460296631,0.8946689963340759,0.660615086555481,0.5655012726783752,0.7219803333282471,0.6687793731689453,0.5530303716659546,0.3714312314987182,0.6766422390937805,0.4251689910888672,0.5259592533111572,0.5156172513961792,0.6398532390594482,0.570503830909729,../yoga_kaggle_dataset/Halasana/File26.png,Halasana
0.4644953608512878,0.6706564426422119,0.4892225861549377,0.7224929332733154,0.4490323960781097,0.7241843342781067,0.5122398138046265,0.8541053533554077,0.4737241566181183,0.5311211347579956,0.6468158960342407,0.7595145106315613,0.3094798028469085,0.4423062801361084,0.789499044418335,0.8403075933456421,0.1724660247564315,0.7227501273155212,0.8488714694976807,0.8707894086837769,0.6614839434623718,0.3351200222969055,0.7711580991744995,0.4246699213981628,0.4306775033473968,0.346851646900177,0.6677485704421997,0.3757763504981994,0.3112123906612396,0.5902493000030518,0.5784791707992554,0.6474660634994507,../yoga_kaggle_dataset/Halasana/File2.png,Halasana
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2493901252746582,0.5411332845687866,0.3153904378414154,0.5798143148422241,0.5350082516670227,0.344022125005722,0.5933817625045776,0.3821809589862823,0.8846676349639893,0.6428803205490112,0.8515182137489319,0.6564899682998657,../yoga_kaggle_dataset/Halasana/File34.png,Halasana
0.4264864921569824,0.6293528079986572,0.4427546262741089,0.758210301399231,0.4215721786022186,0.5763000249862671,0.4609012901782989,0.8647289872169495,0.4603488445281982,0.3920856118202209,0.5733152031898499,0.7788657546043396,0.3184094130992889,0.4004648625850677,0.7209352254867554,0.8994934558868408,0.1455063372850418,0.7379654049873352,0.8085225224494934,0.8862372040748596,0.6495401263237,0.1751193255186081,0.7240859866142273,0.3441903293132782,0.439658910036087,0.451125293970108,0.6728910207748413,0.5723168849945068,0.4123305976390838,0.6654672622680664,0.7493586540222168,0.7602245807647705,../yoga_kaggle_dataset/Halasana/File40.png,Halasana
0.4217947423458099,0.5177902579307556,0.4359621107578277,0.5703086853027344,0.0,0.0,0.4247060418128967,0.6802970170974731,0.4321471452713012,0.4130013287067413,0.5404329299926758,0.6431384086608887,0.3249915540218353,0.3129121959209442,0.7145704030990601,0.716078519821167,0.1596424877643585,0.4784678220748901,0.82620769739151,0.703859806060791,0.6592585444450378,0.3000541627407074,0.7144883275032043,0.4182170927524566,0.6133913993835449,0.4437762200832367,0.7069177627563477,0.5362069010734558,0.6932826042175293,0.5233452916145325,0.8568968176841736,0.6147854328155518,../yoga_kaggle_dataset/Halasana/File71.jpeg,Halasana
0.5038614273071289,0.6219823956489563,0.5304428935050964,0.6971724629402161,0.4932997524738312,0.6649155020713806,0.550730288028717,0.8522323369979858,0.5296372175216675,0.4506552219390869,0.6874103546142578,0.7666944265365601,0.3443881571292877,0.3947277665138244,0.777391791343689,0.8463114500045776,0.2057419568300247,0.6379030346870422,0.7880131006240845,0.935049057006836,0.706884503364563,0.2194841653108596,0.8094532489776611,0.3558063507080078,0.3352344930171966,0.3206713199615478,0.6019294261932373,0.505984365940094,0.2570372223854065,0.4676783382892608,0.5522027015686035,0.6809121370315552,../yoga_kaggle_dataset/Halasana/File51.png,Halasana
0.5663553476333618,0.631323516368866,0.5940335392951965,0.697104811668396,0.578429639339447,0.6605910658836365,0.0,0.0,0.6642299890518188,0.4874605536460876,0.7975533604621887,0.6295839548110962,0.5330386757850647,0.3214712142944336,0.6187849640846252,0.4839918911457062,0.327925831079483,0.5680990815162659,0.2066703140735626,0.6454199552536011,0.7590093612670898,0.3572747707366943,0.8392221331596375,0.3768398463726043,0.3923321664333343,0.3879192769527435,0.4710038602352142,0.3895045816898346,0.180198073387146,0.4325408935546875,0.1751229763031005,0.4710258543491363,../yoga_kaggle_dataset/Halasana/File19.png,Halasana
